date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:16:27	1266/1266	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-4f2%22	https://halim.website/vendor/jquery.appear/jquery.appear.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/jquery.appear/jquery.appear.min.js	(from https://halim.website/)
12:16:27	1999/1999	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-7cf%22	https://halim.website/vendor/jquery.countTo/jquery.countTo.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/jquery.countTo/jquery.countTo.min.js	(from https://halim.website/)
12:16:28	744/744	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-2e8%22	https://halim.website/vendor/parallaxie/parallaxie.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/parallaxie/parallaxie.min.js	(from https://halim.website/)
12:16:29	89476/89476	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-15d84%22	https://halim.website/vendor/jquery/jquery.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/jquery/jquery.min.js	(from https://halim.website/)
12:16:33	11749/11749	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-2de5%22	https://halim.website/vendor/typed/typed.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/typed/typed.min.js	(from https://halim.website/)
12:16:38	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-ad36%22	https://halim.website/vendor/owl.carousel/owl.carousel.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/owl.carousel/owl.carousel.min.js	(from https://halim.website/)
12:16:39	35445/35445	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-8a75%22	https://halim.website/vendor/isotope/isotope.pkgd.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/isotope/isotope.pkgd.min.js	(from https://halim.website/)
12:16:39	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-4ef8%22	https://halim.website/vendor/magnific-popup/jquery.magnific-popup.min.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/magnific-popup/jquery.magnific-popup.min.js	(from https://halim.website/)
12:16:40	11542/11542	---M--	200	added ('OK')	application/javascript	etag:%2261fe7237-2d16%22	https://halim.website/js/theme.js	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/js/theme.js	(from https://halim.website/)
12:16:50	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261fe7237-207aa%22	https://halim.website/vendor/font-awesome/webfonts/fa-brands-400.eot	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-brands-400.eot	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:16:57	133034/133034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261fe7237-207aa%22	https://halim.website/vendor/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:16:59	89824/89824	---M--	200	added ('OK')	application/font-woff	etag:%2261fe7237-15ee0%22	https://halim.website/vendor/font-awesome/webfonts/fa-brands-400.woff	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-brands-400.woff	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:00	76548/76548	---M--	200	added ('OK')	application/octet-stream	etag:%2261fe7237-12b04%22	https://halim.website/vendor/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-brands-400.woff2	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:02	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%2261fe7237-20678%22	https://halim.website/vendor/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-brands-400.ttf	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:06	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261fe7237-8656%22	https://halim.website/vendor/font-awesome/webfonts/fa-regular-400.eot	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-regular-400.eot	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:06	13600/13600	---M--	200	added ('OK')	application/octet-stream	etag:%2261fe7237-3520%22	https://halim.website/vendor/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-regular-400.woff2	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:06	16800/16800	---M--	200	added ('OK')	application/font-woff	etag:%2261fe7237-41a0%22	https://halim.website/vendor/font-awesome/webfonts/fa-regular-400.woff	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-regular-400.woff	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:07	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%2261fe7237-852c%22	https://halim.website/vendor/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-regular-400.ttf	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:07	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261fe7237-8656%22	https://halim.website/vendor/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:22	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%2261fe7237-233c2%22	https://halim.website/vendor/font-awesome/webfonts/fa-regular-400.svg	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-regular-400.svg	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:23	76120/76120	---M--	200	added ('OK')	application/octet-stream	etag:%2261fe7237-12958%22	https://halim.website/vendor/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-solid-900.woff2	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:24	99004/99004	---M--	200	added ('OK')	application/font-woff	etag:%2261fe7237-182bc%22	https://halim.website/vendor/font-awesome/webfonts/fa-solid-900.woff	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-solid-900.woff	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:32	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261fe7237-2f61e%22	https://halim.website/vendor/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:34	194078/194078	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2261fe7237-2f61e%22	https://halim.website/vendor/font-awesome/webfonts/fa-solid-900.eot	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-solid-900.eot	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:35	4976/4976	---M--	200	added ('OK')	image/png	etag:%2261fe7237-1370%22	https://halim.website/vendor/owl.carousel/assets/owl.video.play.png	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/owl.carousel/assets/owl.video.play.png	(from https://halim.website/vendor/owl.carousel/assets/owl.carousel.min.css)
12:17:38	4316/4316	---M--	200	added ('OK')	application/font-woff	etag:%22639c5b46-10dc%22	https://halim.website/blog/wp-content/plugins/canvas/assets/fonts/canvas-icons.woff	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/assets/fonts/canvas-icons.woff	(from https://halim.website/blog/)
12:17:47	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%2261fe7237-2f500%22	https://halim.website/vendor/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/vendor/font-awesome/webfonts/fa-solid-900.ttf	(from https://halim.website/vendor/font-awesome/css/all.min.css)
12:17:50	26717/26717	---M--	200	added ('OK')	text/css	etag:%22639c5b46-685d%22	https://halim.website/blog/wp-content/plugins/canvas/assets/css/canvas.css?ver=2.3.9	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/assets/css/canvas6259.css	(from https://halim.website/blog/)
12:18:03	111111/111111	---MC-	200	added ('OK')	application/rss+xml	etag:%22ce5fa8bbff389f8bdfc4a69cf69d832f%22	https://halim.website/blog/feed/	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/feed/index.html	(from https://halim.website/blog/)
12:18:06	25768/25768	---M--	200	added ('OK')	application/font-woff	etag:%22639c5b52-64a8%22	https://halim.website/blog/wp-content/plugins/powerkit/assets/fonts/powerkit-icons.woff?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/assets/fonts/powerkit-icons1102.woff	(from https://halim.website/blog/)
12:18:07	786/786	---MC-	200	added ('OK')	application/rss+xml	etag:%22ce5fa8bbff389f8bdfc4a69cf69d832f%22	https://halim.website/blog/comments/feed/	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/comments/feed/index.html	(from https://halim.website/blog/)
12:18:09	25879/25879	---M--	200	added ('OK')	text/css	etag:%22639c5b52-6517%22	https://halim.website/blog/wp-content/plugins/powerkit/assets/css/powerkit.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/assets/css/powerkit1102.css	(from https://halim.website/blog/)
12:18:10	1001739/1001739	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20Sep%202023%2009:17:38%20GMT	https://halim.website/blog/page/2/	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/page/2/index.html	(from https://halim.website/blog/)
12:18:12	2125/2125	---M--	200	added ('OK')	text/css	etag:%22639c5b46-84d%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-alert/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-alert/block67c7.css	(from https://halim.website/blog/)
12:18:12	3063/3063	---M--	200	added ('OK')	text/css	etag:%22639c5b46-bf7%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-progress/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-progress/block67c7.css	(from https://halim.website/blog/)
12:18:12	2097/2097	---M--	200	added ('OK')	text/css	etag:%22639c5b46-831%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-collapsibles/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-collapsibles/block67c7.css	(from https://halim.website/blog/)
12:18:12	6131/6131	---M--	200	added ('OK')	text/css	etag:%22639c5b46-17f3%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-tabs/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-tabs/block67c7.css	(from https://halim.website/blog/)
12:18:13	25677/25677	---M--	200	added ('OK')	text/css	etag:%22639c5b46-644d%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-section-heading/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-section-heading/block67c7.css	(from https://halim.website/blog/)
12:18:13	946/946	---M--	200	added ('OK')	text/css	etag:%22639c5b46-3b2%22	https://halim.website/blog/wp-content/plugins/canvas/components/layout-blocks/block-row/block-row.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/layout-blocks/block-row/block-row67c7.css	(from https://halim.website/blog/)
12:18:13	8832/8832	---M--	200	added ('OK')	text/css	etag:%22639c5b46-2280%22	https://halim.website/blog/wp-content/plugins/canvas/components/posts/block-posts/block-posts.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/posts/block-posts/block-posts67c7.css	(from https://halim.website/blog/)
12:18:14	2388/2388	---M--	200	added ('OK')	text/css	etag:%22639c5b46-954%22	https://halim.website/blog/wp-content/plugins/canvas/components/justified-gallery/block/block-justified-gallery.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/justified-gallery/block/block-justified-gallery67c7.css	(from https://halim.website/blog/)
12:18:14	747/747	---M--	200	added ('OK')	text/css	etag:%22639c5b46-2eb%22	https://halim.website/blog/wp-content/plugins/canvas/components/slider-gallery/block/block-slider-gallery.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/slider-gallery/block/block-slider-gallery67c7.css	(from https://halim.website/blog/)
12:18:14	3828/3828	---M--	200	added ('OK')	text/css	etag:%22639c5b46-ef4%22	https://halim.website/blog/wp-content/plugins/canvas/components/posts/block-posts-sidebar/block-posts-sidebar.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/posts/block-posts-sidebar/block-posts-sidebar67c7.css	(from https://halim.website/blog/)
12:18:14	217/217	---M--	200	added ('OK')	text/css	etag:%22639c5cc1-d9%22	https://halim.website/blog/wp-includes/css/classic-themes.min.css?ver=1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-includes/css/classic-themes.min68b3.css	(from https://halim.website/blog/)
12:18:15	30898/30898	---M--	200	added ('OK')	text/css	etag:%22639c5b41-78b2%22	https://halim.website/blog/wp-content/plugins/absolute-reviews/public/css/absolute-reviews-public.css?ver=1.1.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/absolute-reviews/public/css/absolute-reviews-publicc64e.css	(from https://halim.website/blog/)
12:18:15	12846/12846	---M--	200	added ('OK')	text/css	etag:%2261fe73d0-322e%22	https://halim.website/blog/wp-content/plugins/advanced-popups/public/css/advanced-popups-public.css?ver=1.1.3	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/advanced-popups/public/css/advanced-popups-publicc358.css	(from https://halim.website/blog/)
12:18:15	3746/3746	---M--	200	added ('OK')	text/css	etag:%22639c5b46-ea2%22	https://halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-heading/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-heading/block67c7.css	(from https://halim.website/blog/)
12:18:15	94889/94889	---M--	200	added ('OK')	text/css	etag:%22639c5cc1-172a9%22	https://halim.website/blog/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-includes/css/dist/block-library/style.min6a4d.css	(from https://halim.website/blog/)
12:18:15	4729/4729	---M--	200	added ('OK')	text/css	etag:%22639c5b46-1279%22	https://halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-list/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-list/block67c7.css	(from https://halim.website/blog/)
12:18:16	3547/3547	---M--	200	added ('OK')	text/css	etag:%22639c5b46-ddb%22	https://halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-paragraph/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-paragraph/block67c7.css	(from https://halim.website/blog/)
12:18:16	2275/2275	---M--	200	added ('OK')	text/css	etag:%22639c5b46-8e3%22	https://halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-separator/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/content-formatting/block-separator/block67c7.css	(from https://halim.website/blog/)
12:18:16	3255/3255	---M--	200	added ('OK')	text/css	etag:%22639c5b46-cb7%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-group/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-group/block67c7.css	(from https://halim.website/blog/)
12:18:16	636/636	---M--	200	added ('OK')	text/css	etag:%22639c5b46-27c%22	https://halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-cover/block.css?ver=1671191366	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/canvas/components/basic-elements/block-cover/block67c7.css	(from https://halim.website/blog/)
12:18:17	2458/2458	---M--	200	added ('OK')	text/css	etag:%22639c5b52-99a%22	https://halim.website/blog/wp-content/plugins/powerkit/modules/author-box/public/css/public-powerkit-author-box.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/modules/author-box/public/css/public-powerkit-author-box1102.css	(from https://halim.website/blog/)
12:18:17	21185/21185	---M--	200	added ('OK')	text/css	etag:%22639c5b52-52c1%22	https://halim.website/blog/wp-content/plugins/powerkit/modules/basic-elements/public/css/public-powerkit-basic-elements.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/modules/basic-elements/public/css/public-powerkit-basic-elements1102.css	(from https://halim.website/blog/)
12:18:17	1402/1402	---M--	200	added ('OK')	text/css	etag:%22639c5b52-57a%22	https://halim.website/blog/wp-content/plugins/powerkit/modules/coming-soon/public/css/public-powerkit-coming-soon.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/modules/coming-soon/public/css/public-powerkit-coming-soon1102.css	(from https://halim.website/blog/)
12:18:17	9189/9189	---M--	200	added ('OK')	text/css	etag:%22639c5b52-23e5%22	https://halim.website/blog/wp-content/plugins/powerkit/modules/content-formatting/public/css/public-powerkit-content-formatting.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/modules/content-formatting/public/css/public-powerkit-content-formatting1102.css	(from https://halim.website/blog/)
12:18:17	2966/2966	---M--	200	added ('OK')	text/css	etag:%22639c5b52-b96%22	https://halim.website/blog/wp-content/plugins/powerkit/modules/contributors/public/css/public-powerkit-contributors.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/modules/contributors/public/css/public-powerkit-contributors1102.css	(from https://halim.website/blog/)
12:18:18	477/477	---M--	200	added ('OK')	text/css	etag:%22639c5b52-1dd%22	https://halim.website/blog/wp-content/plugins/powerkit/modules/facebook/public/css/public-powerkit-facebook.css?ver=2.8.1	C:/Users/KONZA-VDI/Desktop/Portfolio/https___halim.website_/halim.website/blog/wp-content/plugins/powerkit/modules/facebook/public/css/public-powerkit-facebook1102.css	(from https://halim.website/blog/)
